site,role,job_level,company_name,location,job_description,salary_range,min_salary,max_salary
monster,junior data analyst,entry, cmh services inc,home office,description junior data analyst campus flex position summary seeking skilled data analyst help clayton answer tough questions data mission data analytics team partner business units provide tools datadriven decisions data visualization adhoc analyses statistical modeling team join team passionate data analysts support home building group corporate teams tackle exciting challenges internal partners projecting pricing demand providing insights improve sales conversations pinpointing opportunities continuous improvement primary responsibilities design develop test implement maintain analytic solutions leveraging centrally managed reporting tools tableau ssrs support existing analytic solutions including modernizationstandardization troubleshooting annual maintenance needed create visually appealing reports dashboards intuitively present information leverage data warehouse basis reporting starschema implementations meet internal customers develop project scope analytic research requests work endusers selfservice analytics including direct line support training assist testingreconciliation code review documentation supported platforms keep date evolving technologies applications desired skills proficient verbal written communication knowledge experience microsoft sql server preferred tsql experience using python statistical stochastic modeling preferred experience enterprise visualization tool tableau andor ssrs highly preferred proven analytical problemsolving skills including ability think outside box must work part team capable completing individual assignments practical understanding business fundamentals including accounting finance selfmotivated capability meet deadlines overlapping projects sound ethical judgment ability trusted work sensitive information bachelors degree information management business analytics statistics equivalent formal training work experience clayton homes founded clayton berkshire hathaway companycommitted opening doors better life building happyness homeownership family brands clayton builds sells finances insures traditional sitebuilt homes offsite built housing including modular homes manufactured homes crossmod homes tiny homes college dormitories military barracks apartments corporate headquarters located knoxville tennessee area specifically maryville tennessee clayton recipient numerous industry awards including builder year ranks builder homes us units sold sitebuilt division clayton properties group th largest site builder us achieve results strength people recognized forbes best employers diversity forbes americas best employerslists learn clayton homes got httpswwwclaytonhomescom benefits competitive benefits including k company match first medical dental vision plans paid time days holidays quarterly bonus program forbes lists americas best employers americas employers state best employers diversity best employers women recognized one east tennessees top technology workplaces wellness programs focus emotional social spiritual intellectual environmental physical financial wellbeing onsite fitness facility full gym workout classes volleyball basketball pingpong disc golf course paid time volunteer work clayton homes consistently striving vertically integrated berkshire hathaway company one americas largest home builders leader housing forbes lists americas best employers americas employers state best employers diversity best employers women quarterly profit share bonus program onsite gym variety classes wellness professional personal development programs much clayton committed diverse inclusive workplace clayton equal opportunity employer discriminate basis race national origin gender gender identity sexual orientation protected veteran status disability age legally protected status clayton homes consistently striving vertically integrated berkshire hathaway company one americas largest home builders leader housing forbes lists americas best employers americas employers state best employers diversity best employers women quarterly profit share bonus program onsite gym variety classes wellness professional personal development programs much clayton committed diverse inclusive workplace clayton equal opportunity employer discriminate basis race national origin gender gender identity sexual orientation protected veteran status disability age legally protected status business unit b technology passion simple focus since want help people across america achieve dream homeownership clayton became part warren buffetts berkshire hathaway family companies today build sell finance insure homes coast coast clayton organized six businesses offer opportunities across multiple industries success team members join team see make us stronger corporate team members help support business clayton umbrella includes everything wellness team internal audit accountingfinance digital marketing legal facilities much believe strength people attract make us better team members encouraged try new things strong worklife balance continue grow skill sets middle digital transformation clayton technology team members get collaborative innovative culture encourages team members grow full potential information technology team members help drive support every business unit clayton providing innovative technology solutions clayton tech provides services entire company including everything strategy planning software development operations clayton home building group team members across united states currently building homes per year committed providing quality beautiful homes families across america possible knowledge expertise hardworking team members team members support clayton retail retail centers across united states home consultants help customers choose hundreds floor plans customize new home meet needs clayton retail alongside eight retail brands sells homes annually help people achieve american dream homeownership clayton connect part clayton home building group responsible safely transporting homes making sure arrive free damage team members cover average miles day knowing delivering home delivering familys dream,,nan,nan
monster,data analyst,not mentioned,plic primerica life insurance company,primerica home office,description join team atlanta journalconstitution named primerica one best places work ninth consecutive year also primerica named one best employers diversity forbes second consecutive year forbes also named primerica one americas best insurance companies primerica ranks th among companies included term life insurance category past seven years primerica consistently voted best employer gwinnett magazine special best gwinnett winner editions primerica great place work join team experience like work one best places work metro atlanta position data analyst works distribution decision management department reports vp competition recognition analyst functions primary source analysis reporting design development datasets analytical tools projects include formulating generating reports sourcing organizing analyzing company industry statistics determine trends monitor performance identify effectiveness internal incentives additionally analyst find create mechanisms improve production workflow within company role requires selfmotivated working demanding fastpaced environment fully remote opportunity estimate salary k k responsibilities qualifications minimum bachelors degree business computer science economics equivalent years business data financial analysis reporting experience advanced ms access skills required advanced sql writing skills required experience powerbi plus experience vba vbnet plus advanced internet literacy strong research analytical organizational mathematical skills excellent oral written communication skills selfmotivated team player good judgment ability experience make significant strategic decisions good interpersonal skills ability work independently knowing seek advice ability handle multiple changing priorities simultaneously meeting numerous deadlines dice flsa status position exempt eligible overtime pay yes benefits day one health dental vision insurance k plan competitive employer match vacation sick holiday volunteer time life disability insurance flexible spending account health savings account professional development tuition reimbursement companysponsored social philanthropy events continue policy primerica inc subsidiaries equal opportunity employer provide equal opportunity qualified individuals regardless race sex color religious creed religion national origin citizenship status age disability pregnancy ancestry military service veteran status genetic carrier status marital status sexual orientation classification protected applicable federal state local laws primerica believe diversity inclusion critical future mission creating foundation creative workplace leads innovation growth profitability variety programs initiatives invest employee seeking ensure people respected individuals also truly valued unique perspectives primerica leading provider financial services middleincome families united states canada since primerica provided essential financial services products helped millions middleincome households protect families save future insure million lives million client investment accounts headquartered metro atlanta primerica fortune company employees located us canada employees integral part achieving primericas mission creating financially independent families supporting licensed financial representatives across north america companys competitive salaries awardwinning benefits packages employee recognition programs reasons average employee tenure years awards recognitions forbes best employers diversity forbes best employers women atlanta journalconstitutions top workplaces trusted life insurance company investors business daily trusted financial company investors business daily stock traded new york stock exchange symbol pri need accommodation part application process please email recruitingprimericacom wwwprimericacom primerica careers dont see job interested introduce submit resume recruiters well get touch theres role seems like good match,,nan,nan
monster,data analyst,not mentioned,the university of texas at austin,ut main campus,description job posting title data analyst hiring department population research center position open applicants weekly scheduled hours flsa status exempt earliest start date immediately position duration expected continue nov location ut main campus job details general notes benefits receive ut university offers impressive benefits package details benefits please see httpshrutexaseduprospectivebenefits httpshrutexaseducurrentservicesmytotalrewards position eligible hybrid flexible work arrangement fwa oncampus remote work fwa arrangements subject manager approval may shift due changes business needs remote location must reliable internet connection support working remotely ut policies flexible work arrangements available httpshrutexaseducurrentfwa information college liberal arts please visit httpsliberalartsutexasedu college seeks build supportive growthminded community cultivate outstanding courageous leaders information college staff leadership academy please visit httpsliberalartsutexaseduresourcesforfacultystaffstaffleadershipacademy information college staff professional development please visit httpswikisutexasedudisplaylarcstaffprofessionaldevelopmentfund grant funded position fixed term one year renewable based upon availability funding work performance progress toward research goals position fully onsite unless deemed otherwise supervisor particular circumstances approved advance parttime role expected work hoursweek purpose university initiative law societies justice investment build data information infrastructure support research support datainformed policy practice seeking data analyst support crosscampus team build support data ecosystem make data available researchers offcampus consistent law policy provide support data management data analysis role responsible working faculty staff students determine requirements data storage sharing lead discovery documentation data sources facilitate creation robust data ecosystem assist managing data assisting analytics work faculty staff students facilitate collaboration responsibilities conduct complex data analysis work subject matter experts team members document data rules storage sharing communicate complex concepts clearly technical nontechnical staff document maintain continuously improve quality data repository data storage accessibility knowledge base required qualifications bachelors degree equivalent professional experience information technology related field demonstrated proficiency data analysis passion using data answer questions solve problems history working independently dynamic team environments solid ability analyze interpret data proven prioritization organizational skills ability handle multiple projects simultaneously ability communicate effectively wide range stakeholders gather data requirements produce appropriate analysis strong attention detail analytical mindset excellent knowledge databases data flows data manipulation operational analytical contexts critical thinking creative problem solving excellent interpersonal skills positively contribute collaborative team influence without authority thoughtfully productively give receive feedback relevant education experience may substituted appropriate welcome applications people system impacted preferred qualifications proficiency using software python r spss stata sql query manipulate analyze data general understanding programming concepts methodology salary range depending qualifications annually prorated halftime hoursweek working conditions typical office environment repetitive use keyboard austin txbased position eligible hybrid work required materials resumecv work references contact information least one reference supervisor letter interest important applicants current university employees contingent workers prompted submit resume first time apply provided option upload new resume subsequent applications additional required materials letter interest references etc uploaded application questions section able multiselect additional files submitting online job application ensure required materials uploaded job application submitted cannot make changes important current university employees contingent workers current university employee contingent worker must apply within workday searching find ut jobs current university employee login workday navigate worker profile click career link left hand navigation menu update sections professional profile apply information pulled application application one page prompted upload resume addition must respond application questions presented upload additional required materials letter interest references etc noted employment eligibility regular staff employed current position last six continuous months eligible openings recruited universitywide open recruiting include promotional opportunities lateral transfers staff promotiontransfer eligible may apply positions without supervisor approval retirement plan eligibility retirement plan position teacher retirement system texas trs subject position least hours per week least days length background checks criminal history background check required finalists consideration position equal opportunity employer university texas austin equal opportunityaffirmative action employer complies applicable federal state laws regarding nondiscrimination affirmative action university committed policy equal opportunity persons discriminate basis race color national origin age marital status sex sexual orientation gender identity gender expression disability religion veteran status employment educational programs activities admissions pay transparency university texas austin discharge manner discriminate employees applicants inquired discussed disclosed pay pay another employee applicant however employees access compensation information employees applicants part essential job functions cannot disclose pay employees applicants individuals otherwise access compensation information unless disclosure response formal complaint charge b furtherance investigation proceeding hearing action including investigation conducted employer c consistent contractors legal duty furnish information employment eligibility verification hired required complete federal employment eligibility verification form required present acceptable original documents prove identity authorization work united states documents need presented later third day employment failure result loss employment university everify university texas austin use everify check work authorization new hires effective may universitys company id number purposes everify information everify please see following everify poster english pdf everify poster spanish pdf right work poster english pdf right work poster spanish pdf compliance employees may required report violations law title ix jeanne clery disclosure campus security policy crime statistics act clery act position identified campus security authority clery act notified provided resources reporting responsible employees title ix defined outlined hop clery act requires prospective employees notified availability annual security fire safety report may access recent report obtain copy university compliance services guadalupe street uta austin texas university texas austin placed top among texas employers came top higher education institutions forbess list best large employers universitys aspiration become worlds highestimpact public research university driven outstanding people employees bedrock university empowered true participate fully vibrant university thrive individuals ut austin offers competitive salaries full benefits extensive support network enriching highly collaborative working community deeply passionate vision higher education public service looking student job please see student employment site comments inquiries email comments human resource service center questions concerns regarding equal opportunity contact equal opportunity services additional information applicants found human resources web page applying employment job information call human resource service center tollfree ut austin tobaccofree campus,,nan,nan
monster,data analyst,not mentioned,newlane finance,newlane finance,description job description newlane finance commercial equipment finance company serving small midsize business nationwide mantra business lending done right strategy revolutionize small business lending employing latest technology motivated workforce deliver fair transparent financing solutions businesses unmatched levels speed convenience customer service products services offered business community primarily financing programs equipment manufacturers distributors dealers newlane finance powered b financial organization newlane finance seeking data analyst perform wide variety datadriven tasks role individual also use data analytics models reporting help advance managements ability improve operational effectiveness responsibilities define create deploy reports models selfservice dashboards effectively measure evaluate customer operations performance metrics working data ops develop domain knowledge companys data governance environment work closely management key performance areas compilation data model build analysis work closely management make recommendations based objective interpretative analysis business data technical knowledge experience scripting language preferably python r knowledge tableau qualifications year experience data visualization tools tableau scripting python r excellent organization skills able multiple tasks make sure work output delivered ontime accurate effective verbal presentation skills ability work independently effectively communicate levels business units organization strong interpretive analytical skills education experience required three five years experience business intelligencemarketing analytics role bachelors degree business data analytics similar field advanced education certifications plus successful candidate receive successful candidate receive competitive compensation excellent benefits including health dental vision k match flexible spending life insurance short term longterm disability insurance generous pto much newlane finance equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity gender expression national origin age protected veteran disabled status genetic information newlane finance able provide relocation sponsorship wsfs bank inclusive supportive individual needs physical impairment might require accommodation including technical assistance wsfs bank careers website submission process please contact us via email careerswsfsbankcom wsfs equal opportunity employer discriminate based upon race religion color national origin gender including pregnancy childbirth related medical conditions sexual orientation gender identity gender expression age status protected veteran status individual disability applicable legally protected characteristics wsfs bank empower associates forge careers dreams guide customers secure financial futures actively support communities fully thrive know work together move forward purpose brighter path future lies ahead associates customers communities serve wsfs financial corporation wsfs multibilliondollar financial services company primary subsidiary wsfs bank oldest largest locallyheadquartered bank trust company greater philadelphia delaware region march wsfs financial corporation billion assets balance sheet billion assets management administration wsfs operates offices banking offices located pennsylvania delaware new jersey virginia nevada provides comprehensive financial services including commercial banking retail banking cash management trust wealth management subsidiaries divisions include arrow land transfer bryn mawr capital management llc bryn mawr trust bryn mawr trust company delaware cash connect newlane finance powdermill financial solutions wsfs institutional services wsfs mortgage wsfs wealth investments serving greater delaware valley since wsfs bank one ten oldest banks united states continuously operating name,,nan,nan
monster,data analyst ii,not mentioned,american institutes for research,remote unavailable,description overview air seeking fulltime data analyst data management skills strong statistical software package programming skills join health team selected candidate collaborate research technical assistance operations projects funded federal agencies centers medicare medicaid services cms centers disease control prevention cdc among others selected candidate contribute analysis healthcare data provide support project director andor senior team members various tasks including querying large datasets including medicare medicaid commercial payer claims data cleaning imputing data creating analytic datafiles according technical specifications documenting procedures conducting quality assurance processes performing analyses direction senior members team use experience knowledge education help us deliver mission contribute better equitable world candidates hired position may work remotely within united states us one us office locations include us territories air established headquarters arlington virginia air nonpartisan notforprofit institution conducts behavioral social science research delivers technical assistance solve urgent challenges us around world advance evidence areas education health workforce human services international development create better equitable world airs commitment diversity goes beyond legal compliance full integration strategy operations work environment air define diversity broadly considering everyones unique life community experiences believe embracing diverse perspectives abilitiesdisabilities racialethnic cultural backgrounds styles ages genders gender identities expressions education backgrounds life stories drives innovation employee engagement learn airs diversity equity inclusion strategy hear staff clicking responsibilities responsibilities position include query large databases including medicare medicaid commercial payer claims data construct document analytic datafiles create customized presentationquality reports data analysis results apply quantitative methods techniques manage analyze research data participate design research studies manage administrative aspects projects support preparation technical procedures reports write compile edit assigned portions proposals project reports review work products ensure quality consistency content qualifications education knowledge experience bachelors degree years quantitative research experience health policy related field sas programming experience experience processing analyzing medicare medicaid commercial claims data knowledge data analysis data management techniques proposal report preparation experience plus required experience sql andor stata plus required machine learning experience including python coding skills plus required skills quantitative qualitative research skills good communication skills strong organizational skills ability learn quickly take direction work independently ability take collaborative consultative approaches resolve issues creative professional able take initiative disclosures applicants must currently authorized work us fulltime basis employmentbased visa sponsorship including hb sponsorship available position depending project work qualified candidates may need meet certain residency requirements qualified applicants receive consideration employment without discrimination basis age race color religion sex gender gender identityexpression sexual orientation national origin protected veteran status disability air adheres strict child safeguarding principles selected candidates expected adhere standards principles therefore undergo rigorous reference background checks airs total rewards program designed reward staff competitively motivate achieve critical mission position offers anticipated annual salary salary offers made based internal equity within institution external equity competitive markets please note annual salary range candidates based united states air maintains drugfree work environment lidc liremote,,nan,nan
monster,salesforce data analyst,not mentioned,fisker group inc,remote  usa,description fisker inc californiabased fisker inc revolutionizing automotive industry developing emotionally desirable ecofriendly electric vehicles earth passionately driven vision clean future company mission become emobility service provider worlds sustainable vehicles learn visit wwwfiskerinccom enjoy exclusive content across fiskers social media channels facebook instagram twitter youtube linkedin download revolutionary new fisker mobile app app store google play store role overview salesforce architect specializing lists reports dashboards key player organizations datadriven decisionmaking process reporting directly crm campaign manager primary responsibility designing developing maintaining salesforce campaign lists reports dashboards expertise salesforce architecture data visualization empower teams insights need drive business success duties responsibilities collaborate closely stakeholders including business analysts understand data requirements translate effective salesforce lists reports dashboards build various salesforce marketing cloud automations via sql combine several customer data points one campaign list highly personalized communications lead design development complex lists reports interactive dashboards provide actionable insights different departments within organization ensure data accuracy integrity implementing best practices data modeling validation rules data governance within salesforce platform utilize deep knowledge salesforce reporting tools features create dynamic userfriendly reports dashboards meet endusers needs stay updated latest salesforce enhancements industry best practices related data visualization reporting apply knowledge continuously improve reporting capabilities collaborate salesforce developers marketers ensure data extraction transformation loading processes align reporting requirements assist training educating endusers effectively use salesforce lists reports dashboards drive informed decisionmaking minimum qualifications possess years digital marketing experience accentuated specialization salesforce marketing cloud sales cloud commerce cloud salesforce certifications salesforce data architect sharing visibility architect bachelors degree higher marketing communications computer science related field andor equivalent work experience expected salary range per year additional compensation salary one component total compensation may include bonuses equity awards applicable benefits employee eligibility participate equity programs subject rules governing programs benefits fisker offers comprehensive benefits package including medical dental vision disability insurance coverage eligible fulltime employees well spouse domestic partner children age coverage begins first day employment fisker covering significant portion premiums employees salary offered may vary based several individual factors including location jobspecific knowledge educationtraining certifications key skills experience internal peer equity business considerations fisker aims provide competitive salary within listed range taking account diverse factors mentioned fisker equal opportunity employer employment decisions fisker based merit qualifications abilities fisker discriminate employment opportunities practices based race color religion gender national originethnicity veteran status disability status age sexual orientation gender identity marital status mental physical disability legally protected status liremote lils,,nan,nan
monster,data analyst,not mentioned,mss mjh shared services,united states,description mjh life sciences success measured success set standards high want contribute winning team well provide every opportunity help grow company career associates come backgrounds sharing one key quality determination succeed value service focused passion winning innovation respect integrity teamwork nothing means us hiring people attributes believe youre right job place prove job description fifteen years mesmerize maintained entrepreneurial spirit rapid growth mode home point care vertical seek true team player fire desire help us grow grow skills fast paced fun environment mesmerize team members passionate focused dedicated markets customers serve expect new team members contribute share knowledge skills role excites encourage apply unique position mesmerize data analyst responsible synthesizing external internal data analyzing large data sets providing actionable insights drive internal efficiency provide direction growth analyst collaborate enterprise platform marketing operations teams identify opportunities datadriven improvements responsibilities collecting synthesizing interpreting physicianlevel data various sources provide actionable insights business creating reports regular adhoc dashboards visualize data trends patterns using business intelligence software analyzing data identify areas improvement present directional recommendations collaborating sales operations marketing crossfunctional teams identify opportunities datadriven improvements working databases data systems including amazon athena salesforce ensuring data accuracy hygiene consistency across multiple sources staying date latest trends data analysis implementing new techniques necessary qualifications bachelors degree quantitative field statistics mathematics computer science years data analyst experience business environment proven experience data analysis reporting preferably physicianlevel data prescription data operations within pointofcare space experience data mining collection proficiency sql highlevel excel experience programming languages python r plus experience data visualization dashboarding reporting using tools alteryx powerbi etc familiarity etl processes alteryx experience plus excellent analytical problemsolving skills strong communication collaboration skills detailoriented high level accuracy consistency familiarity pharmaceutical companies andor agencies plus physical requirements work environment hybrid nyccranbury nj position remote benefits overview medical dental vision k company match veterinary discount plan corporate discounts bonus potential generous pto days paid corporate holidays week christmas new years disclaimer mjh life sciences provides equal employment opportunities eeo employees applicants employment without regard race color religion sex national origin age disability genetics employees mjh life sciences employed means either employee company free end employment relationship time reason without cause without notice mjh life sciences provides equal employment opportunities eeo employees applicants employment without regard race color religion sex national origin age disability genetics employees mjh life sciences employed means either employee company free end employment relationship time reason without cause without notice years mjh life sciences established reputation embracing agility offering relevant practical information meets needs diverse audience largest privately held medical media company united states provide integrated communication products services education research professionals within health care animal health industry sciences everchanging health care communications industry requires us stay ahead curve create new ways improving quality life health care communications live events medical education offer associates countless opportunities onthejob training professional development ability make difference health care industry strive create culture values dedication hard work collaborative events community involvement,,nan,nan
monster,data analyst,not mentioned,redwood strategy group inc, days ago,description redwood strategy group rsg minority owned economically disadvantaged womanowned small business edwosb founded years thoughttoaction leadership supporting military departments department defense agencies across us federal government transformation strategy operations rsg committed company foundation employees minute start working become integral part team future play key role continued growth company innovative solutions cultivated talent accelerative success redwood strategy group inc rsg collecting resumes future data analyst opportunity position data analyst synthesize insights vast amount data captured office cfo ocfo government employees partner closely government analysts data governance analytics analyst shall collaborate key ocfo stakeholders craft strategies improve performance team analyst shall generate share learnings drive execution strategic recommendations made project management analyst shall combine passion innovative analysis ability build engage retain team highly talented analysts analyst shall ideally worked similar role operations support analytics shall feel comfortable interacting stakeholders senior management regular basis schedule hybrid position daysweek office washington dc days remote n responsibilities provide expert analysis recommendations current emerging approaches technology big data management analytics apply accounting auditing concepts client situations perform financial budgetary operational data analytics meet engagement project expectations defined project engagement stakeholders identify communicate address project risks assumptions constraints manage resources communications cost management projectsprograms assume responsibility collection documentation project engagement financial accounting audit related information daily weekly monthly ad hoc reporting directed assume responsibility completion delivery engagement specific work products deliverables ability conduct detailed research analysis technical information knowledge industry leading data quality data protection management practices knowledge data related government regulatory requirements emerging trends issues related duties assigned pm qualifications bachelors degree mathematics statistics engineering social physical life science business related field five years analytical experience product bi analytics business operations proficiency sql obiee r tableau python powerbi similar tools proficiency following microsoft applications word excel powerpoint outlook visio department homeland security dhs level clearance preferred previous dhsdod top secret secret clearance acceptable ability manage multiple tasks deadlines projects strong verbal written analytical time management organizational skills experience reporting visualization platforms eg tableau experience scriptingprogramming data mining modeling r python n year salary based years experience education internal equity room negotiation n rsg offers firstclass total rewards package includes competitive salaries medical dental life insurance plans k matching generous leave programs tuition reimbursement professional development rsg committed providing equal opportunity employmentrelated activities without regard race color religion sex sexual orientation national origin age disability genetic information gender identity expression veteran status basis prohibited law rsg policy reasonable accommodation based disability religious observances considered accordance applicable law rsg policy,,nan,nan
monster,data analyst ii,not mentioned,iconma llc,remote in,description data analyst ii location remote duration months possible extensionpossible contract hire description overview day contractor look like role see associate primarily carrying general databased tasks building sql queries running data analysis working tableau dashboards associate would also partner internal business partners support usage tools applications manage please rank preferred top skill sets example tools previous experience technologies must skills sql excel english speaking teachable skills crm tableau optional skills experience providing support internal department territory operations team highperformance team tasked supporting sales sales strategy globally driving business forward client looking data analyst support team annual business planning process role primarily focused supporting sales strategy internal technologies providing data insights analytics support team develops cutting edge tools find new innovative ways solve complex go market challenges ideal candidate enjoys working dynamic fast paced environment experience using sql tableau corporate setting responsibilities engaging sales strategy teams provide support technologies troubleshoot data issues escalate members team appropriate manage large volumes complex data accuracy understanding challenge current processes develop solutions gain efficiency managing data analysis scale provide analytical support rest territory operations team stakeholders schedule working part global team occasions assignment require candidate flexible working hours adapt global business requirements killsexperience sought technology required advanced excel google sheets business setting advanced sql knowledge snowflake postgres experience working extremely large data sets relational databases desired intermediate tableau desktopserver experience using client sales service cloud reporting dashboards case management competencies previous experience years working highly analytical role eg dba business analyst fpa ideally saas company fluency english required global role ability demonstrate strong analytical creative problem solving skills must selfstarter highly motivated able shift directions quickly priorities change think problems come innovative solutions deliver tight deadlines,,nan,nan
monster,data analyst sql,not mentioned, brightree llc,us brightree remote workforce,description could say brightree resmed technology company thats true brightree heart people develop innovative endtoend technology solutions services people facing everyday challenges postacute care industry brightree helps streamline processes improve efficiency increase profitability fifteen years organizations big small put trust usfor wideranging solutions leadership unmatched customer service going work day creating new ways positively impact customers businesses lives patients brightree people learn brightree technology solutions watch short video ceo httpswwwbrightreecomwhychoosebrightree job description data analyst selfdriven responsible delivering coding report design expertise support client team objectives person position able work team members modify design new reports based customer requests align brightree application provide thorough documentation report requirements relates business processes track report change requests deliver products agile environment individual set goals identifying requirements use cases tests estimate hours required business analysis task completion ensure clear communication regarding components delivered business individual also test validate roll functional components ensuring customers informed sufficiently expected person also recommend standard report framework future report work data analyst also responsible providing support conversion management reporting data within professional services organization new existing customers right candidate advanced level knowledge sql server particular emphasis stored procedures ssis packages addition candidate ability collect organize analyze disseminate significant amounts information attention detail accuracy importantly ideal candidate creative thinker willingness go extra mile order satisfy customers needs assist whatever way possible location open remote across us lets talk role partner stakeholders understand new data requirements ensure results meet business needs work include enhancements existing code support changes new development selfdriven person works queue requests work directly brightree customers interpret requirements design implement solutions expert level understanding sql stored procedures make modification existing stored procedures also required define new store procedures views functions ssis packages create solutions allow capture existing data usable brightree data formats communicate consult key accounts customers nontechnical language cognizant customers expectations timelines work diligently towards achieving goal lets talk detailed understanding relational database entities relationships required years must bachelors degree computer science engineering mis related field required plus three years experience performing analysis design solve customer technical business problems strong experience microsoft sql server software development including years query tuning performance troubleshooting strong experience writing select update delete insert statements multiple table joins prior experience communicating ideas opportunities stakeholders nontechnical language excellent written verbal communication skills translating business requirements technical terms vice versa required years reports design development experience report designer tool required years grape city active reports tool version desired years basic programming skills net java including scripting error handling debugging required years experience project management identification project critical path experience working ticketing system managing personal queue tasks comfortable working continually changing customerfocused matrixed environment comfortable balancing multiple highpriority deliverables correctly applying appropriate judgment shift li lidg joining us saying yes making world healthier place discovering career thats challenging supportive inspiring culture driven excellence helps meet goals also create new ones focus creating diverse inclusive culture encouraging individual expression workplace thrive innovative ideas generates sounds like workplace apply resmed nyse rmd asx rmd pioneer innovative solutions treat keep people hospital empowering live healthier higherquality lives digital health technologies cloudconnected medical devices transform care people sleep apnea copd chronic diseases comprehensive outofhospital software platforms support professionals caregivers help people stay healthy home care setting choice enabling better care improve quality life reduce impact chronic disease lower costs consumers healthcare systems countries learn visit resmedcom follow resmed resmed corporation equal opportunity employer provides equal opportunity employment qualified persons without regard sex gender identity sexual orientation race color religion national origin disability protected veteran status age characteristic protected law uscanada resmed equal opportunityaffirmative action employer resmed everify employer resmed smokefree workplace circle back initiative employer commit respond every applicant,,nan,nan
